latitude,longitude,updated_type,updated_subtype,alert count
41.94,-87.69,Hazard,Weather,7
41.94,-87.69,Jam,Heavy Traffic,407
41.94,-87.69,Jam,Moderate Traffic,27
41.94,-87.69,Jam,Stand Still Traffic,334
41.94,-87.69,Jam,Unclassified,149
41.94,-87.69,Road Closed,Unclassified,50
41.94,-87.68,Accident,Major,1
41.94,-87.68,Accident,Minor,1
41.94,-87.68,Accident,Unclassified,16
41.94,-87.68,Hazard,On Road,150
41.94,-87.68,Hazard,On Shoulder,10
41.94,-87.68,Hazard,Weather,10
41.94,-87.68,Jam,Heavy Traffic,353
41.94,-87.68,Jam,Moderate Traffic,13
41.94,-87.68,Jam,Stand Still Traffic,220
41.94,-87.68,Jam,Unclassified,123
41.94,-87.68,Road Closed,Construction,1
41.94,-87.68,Road Closed,Event,1
41.94,-87.68,Road Closed,Unclassified,55
41.94,-87.67,Accident,Minor,1
41.94,-87.67,Accident,Unclassified,35
41.94,-87.67,Hazard,On Road,372
41.94,-87.67,Hazard,On Shoulder,18
41.94,-87.67,Hazard,Weather,5
41.94,-87.67,Jam,Heavy Traffic,381
41.94,-87.67,Jam,Moderate Traffic,28
41.94,-87.67,Jam,Stand Still Traffic,368
41.94,-87.67,Jam,Unclassified,136
41.94,-87.67,Road Closed,Construction,3
41.94,-87.67,Road Closed,Event,1
41.94,-87.67,Road Closed,Unclassified,56
41.94,-87.66,Accident,Minor,2
41.94,-87.66,Accident,Unclassified,29
41.94,-87.66,Hazard,On Road,283
41.94,-87.66,Hazard,On Shoulder,18
41.94,-87.66,Hazard,Weather,14
41.94,-87.66,Jam,Heavy Traffic,222
41.94,-87.66,Jam,Moderate Traffic,18
41.94,-87.66,Jam,Stand Still Traffic,320
41.94,-87.66,Jam,Unclassified,139
41.94,-87.66,Road Closed,Construction,3
41.94,-87.66,Road Closed,Event,18
41.94,-87.66,Road Closed,Unclassified,470
41.94,-87.65,Accident,Major,7
41.94,-87.65,Accident,Minor,11
41.94,-87.65,Accident,Unclassified,87
41.94,-87.65,Hazard,On Road,534
41.94,-87.65,Hazard,On Shoulder,340
41.94,-87.65,Hazard,Unclassified,10
41.94,-87.65,Hazard,Weather,27
41.94,-87.65,Jam,Heavy Traffic,551
41.94,-87.65,Jam,Moderate Traffic,32
41.94,-87.65,Jam,Stand Still Traffic,566
41.94,-87.65,Jam,Unclassified,244
41.94,-87.65,Road Closed,Construction,1
41.94,-87.65,Road Closed,Event,88
41.94,-87.65,Road Closed,Unclassified,144
41.94,-87.64,Accident,Major,2
41.94,-87.64,Accident,Minor,4
41.94,-87.64,Accident,Unclassified,36
41.94,-87.64,Hazard,On Road,122
41.94,-87.64,Hazard,On Shoulder,99
41.94,-87.64,Hazard,Weather,5
41.94,-87.64,Jam,Heavy Traffic,203
41.94,-87.64,Jam,Moderate Traffic,11
41.94,-87.64,Jam,Stand Still Traffic,198
41.94,-87.64,Jam,Unclassified,73
41.94,-87.64,Road Closed,Event,12
41.94,-87.64,Road Closed,Unclassified,29
41.95,-87.94,Hazard,On Road,3
41.95,-87.94,Hazard,On Shoulder,7
41.95,-87.93,Hazard,On Road,4
41.95,-87.93,Hazard,On Shoulder,2
41.95,-87.93,Hazard,Unclassified,2
41.95,-87.92,Hazard,On Road,2
41.95,-87.92,Hazard,Weather,1
41.95,-87.91,Hazard,On Road,2
41.95,-87.9,Accident,Unclassified,6
41.95,-87.9,Hazard,On Road,74
41.95,-87.9,Hazard,On Shoulder,173
41.95,-87.9,Hazard,Weather,3
41.95,-87.9,Jam,Heavy Traffic,8
41.95,-87.9,Jam,Moderate Traffic,1
41.95,-87.9,Jam,Stand Still Traffic,11
41.95,-87.9,Jam,Unclassified,7
41.95,-87.9,Road Closed,Unclassified,1
41.95,-87.89,Accident,Major,1
41.95,-87.89,Accident,Minor,1
41.95,-87.89,Accident,Unclassified,14
41.95,-87.89,Hazard,On Road,74
41.95,-87.89,Hazard,On Shoulder,262
41.95,-87.89,Hazard,Unclassified,2
41.95,-87.89,Hazard,Weather,2
41.95,-87.89,Jam,Heavy Traffic,42
41.95,-87.89,Jam,Stand Still Traffic,24
41.95,-87.89,Jam,Unclassified,17
41.95,-87.89,Road Closed,Unclassified,2
41.95,-87.87,Jam,Unclassified,1
41.95,-87.85,Accident,Minor,4
41.95,-87.85,Accident,Unclassified,6
41.95,-87.85,Hazard,On Road,33
41.95,-87.85,Hazard,On Shoulder,3
41.95,-87.85,Hazard,Unclassified,5
41.95,-87.85,Hazard,Weather,3
41.95,-87.85,Jam,Heavy Traffic,32
41.95,-87.85,Jam,Moderate Traffic,1
41.95,-87.85,Jam,Stand Still Traffic,44
41.95,-87.85,Jam,Unclassified,12
41.95,-87.84,Accident,Major,3
41.95,-87.84,Accident,Minor,6
41.95,-87.84,Accident,Unclassified,32
41.95,-87.84,Hazard,On Road,153
41.95,-87.84,Hazard,On Shoulder,28
41.95,-87.84,Hazard,Unclassified,5
41.95,-87.84,Hazard,Weather,2
41.95,-87.84,Jam,Heavy Traffic,159
41.95,-87.84,Jam,Moderate Traffic,5
41.95,-87.84,Jam,Stand Still Traffic,115
41.95,-87.84,Jam,Unclassified,66
41.95,-87.84,Road Closed,Unclassified,2
41.95,-87.83,Accident,Unclassified,2
41.95,-87.83,Jam,Unclassified,1
41.95,-87.82,Accident,Unclassified,1
41.95,-87.82,Hazard,On Road,6
41.95,-87.82,Hazard,On Shoulder,3
41.95,-87.82,Hazard,Unclassified,3
41.95,-87.82,Hazard,Weather,2
41.95,-87.82,Jam,Heavy Traffic,14
41.95,-87.82,Jam,Stand Still Traffic,13
41.95,-87.82,Jam,Unclassified,8
41.95,-87.81,Accident,Minor,2
41.95,-87.81,Accident,Unclassified,16
41.95,-87.81,Hazard,On Road,83
41.95,-87.81,Hazard,On Shoulder,11
41.95,-87.81,Hazard,Unclassified,7
41.95,-87.81,Hazard,Weather,3
41.95,-87.81,Jam,Heavy Traffic,75
41.95,-87.81,Jam,Moderate Traffic,1
41.95,-87.81,Jam,Stand Still Traffic,50
41.95,-87.81,Jam,Unclassified,27
41.95,-87.81,Road Closed,Unclassified,5
41.95,-87.8,Accident,Minor,2
41.95,-87.8,Accident,Unclassified,11
41.95,-87.8,Hazard,On Road,48
41.95,-87.8,Hazard,On Shoulder,7
41.95,-87.8,Hazard,Weather,5
41.95,-87.8,Jam,Heavy Traffic,136
41.95,-87.8,Jam,Moderate Traffic,5
41.95,-87.8,Jam,Stand Still Traffic,91
41.95,-87.8,Jam,Unclassified,53
41.95,-87.79,Accident,Minor,1
41.95,-87.79,Accident,Unclassified,20
41.95,-87.79,Hazard,On Road,60
41.95,-87.79,Hazard,On Shoulder,13
41.95,-87.79,Hazard,Weather,4
41.95,-87.79,Jam,Heavy Traffic,84
41.95,-87.79,Jam,Moderate Traffic,3
41.95,-87.79,Jam,Stand Still Traffic,52
41.95,-87.79,Jam,Unclassified,48
41.95,-87.79,Road Closed,Unclassified,1
41.95,-87.78,Accident,Minor,1
41.95,-87.78,Accident,Unclassified,10
41.95,-87.78,Hazard,On Road,61
41.95,-87.78,Hazard,On Shoulder,3
41.95,-87.78,Hazard,Weather,3
41.95,-87.78,Jam,Heavy Traffic,18
41.95,-87.78,Jam,Moderate Traffic,3
41.95,-87.78,Jam,Stand Still Traffic,17
41.95,-87.78,Jam,Unclassified,28
41.95,-87.78,Road Closed,Unclassified,5
41.95,-87.77,Accident,Minor,2
41.95,-87.77,Accident,Unclassified,10
41.95,-87.77,Hazard,On Road,133
41.95,-87.77,Hazard,On Shoulder,8
41.95,-87.77,Hazard,Unclassified,1
41.95,-87.77,Hazard,Weather,2
41.95,-87.77,Jam,Heavy Traffic,60
41.95,-87.77,Jam,Stand Still Traffic,45
41.95,-87.77,Jam,Unclassified,23
41.95,-87.77,Road Closed,Unclassified,61
41.95,-87.76,Accident,Major,1
41.95,-87.76,Accident,Minor,1
41.95,-87.76,Accident,Unclassified,18
41.95,-87.76,Hazard,On Road,142
41.95,-87.76,Hazard,On Shoulder,13
41.95,-87.76,Hazard,Weather,3
41.95,-87.76,Jam,Heavy Traffic,151
41.95,-87.76,Jam,Moderate Traffic,2
41.95,-87.76,Jam,Stand Still Traffic,95
41.95,-87.76,Jam,Unclassified,66
41.95,-87.76,Road Closed,Unclassified,5
41.95,-87.75,Accident,Major,9
41.95,-87.75,Accident,Minor,10
41.95,-87.75,Accident,Unclassified,68
41.95,-87.75,Hazard,On Road,341
41.95,-87.75,Hazard,On Shoulder,428
41.95,-87.75,Hazard,Unclassified,4
41.95,-87.75,Hazard,Weather,16
41.95,-87.75,Jam,Heavy Traffic,839
41.95,-87.75,Jam,Moderate Traffic,23
41.95,-87.75,Jam,Stand Still Traffic,573
41.95,-87.75,Jam,Unclassified,230
41.95,-87.75,Road Closed,Event,2
41.95,-87.75,Road Closed,Unclassified,5
41.95,-87.74,Accident,Major,42
41.95,-87.74,Accident,Minor,39
41.95,-87.74,Accident,Unclassified,166
41.95,-87.74,Hazard,On Road,947
41.95,-87.74,Hazard,On Shoulder,1614
41.95,-87.74,Hazard,Unclassified,28
41.95,-87.74,Hazard,Weather,21
41.95,-87.74,Jam,Heavy Traffic,2446
41.95,-87.74,Jam,Moderate Traffic,55
41.95,-87.74,Jam,Stand Still Traffic,2178
41.95,-87.74,Jam,Unclassified,526
41.95,-87.74,Road Closed,Construction,1
41.95,-87.74,Road Closed,Event,1
41.95,-87.74,Road Closed,Unclassified,41
41.95,-87.73,Accident,Major,24
41.95,-87.73,Accident,Minor,18
41.95,-87.73,Accident,Unclassified,146
41.95,-87.73,Hazard,On Road,619
41.95,-87.73,Hazard,On Shoulder,1195
41.95,-87.73,Hazard,Unclassified,11
41.95,-87.73,Hazard,Weather,23
41.95,-87.73,Jam,Heavy Traffic,1588
41.95,-87.73,Jam,Moderate Traffic,30
41.95,-87.73,Jam,Stand Still Traffic,1369
41.95,-87.73,Jam,Unclassified,418
41.95,-87.73,Road Closed,Event,2
41.95,-87.73,Road Closed,Unclassified,13
41.95,-87.72,Accident,Major,3
41.95,-87.72,Accident,Minor,6
41.95,-87.72,Accident,Unclassified,23
41.95,-87.72,Hazard,On Road,147
41.95,-87.72,Hazard,On Shoulder,22
41.95,-87.72,Hazard,Weather,3
41.95,-87.72,Jam,Heavy Traffic,317
41.95,-87.72,Jam,Moderate Traffic,19
41.95,-87.72,Jam,Stand Still Traffic,280
41.95,-87.72,Jam,Unclassified,111
41.95,-87.72,Road Closed,Unclassified,16
41.95,-87.71,Accident,Major,3
41.95,-87.71,Accident,Minor,1
41.95,-87.71,Accident,Unclassified,18
41.95,-87.71,Hazard,On Road,163
41.95,-87.71,Hazard,On Shoulder,21
41.95,-87.71,Hazard,Weather,2
41.95,-87.71,Jam,Heavy Traffic,201
41.95,-87.71,Jam,Moderate Traffic,6
41.95,-87.71,Jam,Stand Still Traffic,117
41.95,-87.71,Jam,Unclassified,85
41.95,-87.71,Road Closed,Unclassified,33
41.95,-87.7,Accident,Major,5
41.95,-87.7,Accident,Minor,1
41.95,-87.7,Accident,Unclassified,20
41.95,-87.7,Hazard,On Road,146
41.95,-87.7,Hazard,On Shoulder,26
41.95,-87.7,Hazard,Weather,8
41.95,-87.7,Jam,Heavy Traffic,543
41.95,-87.7,Jam,Moderate Traffic,11
41.95,-87.7,Jam,Stand Still Traffic,257
41.95,-87.7,Jam,Unclassified,117
41.95,-87.7,Road Closed,Unclassified,32
41.95,-87.69,Accident,Major,12
41.95,-87.69,Accident,Minor,2
41.95,-87.69,Accident,Unclassified,44
41.95,-87.69,Hazard,On Road,182
41.95,-87.69,Hazard,On Shoulder,19
41.95,-87.69,Hazard,Unclassified,3
41.95,-87.69,Hazard,Weather,5
41.95,-87.69,Jam,Heavy Traffic,265
41.95,-87.69,Jam,Moderate Traffic,8
41.95,-87.69,Jam,Stand Still Traffic,243
41.95,-87.69,Jam,Unclassified,106
41.95,-87.69,Road Closed,Unclassified,44
41.95,-87.68,Accident,Major,6
41.95,-87.68,Accident,Unclassified,28
41.95,-87.68,Hazard,On Road,218
41.95,-87.68,Hazard,On Shoulder,22
41.95,-87.68,Hazard,Weather,16
41.95,-87.68,Jam,Heavy Traffic,308
41.95,-87.68,Jam,Moderate Traffic,8
41.95,-87.68,Jam,Stand Still Traffic,273
41.95,-87.68,Jam,Unclassified,115
41.95,-87.68,Road Closed,Event,4
41.95,-87.68,Road Closed,Unclassified,30
41.95,-87.67,Accident,Major,2
41.95,-87.67,Accident,Minor,2
41.95,-87.67,Accident,Unclassified,33
41.95,-87.67,Hazard,On Road,260
41.95,-87.67,Hazard,On Shoulder,33
41.95,-87.67,Hazard,Unclassified,3
41.95,-87.67,Hazard,Weather,4
41.95,-87.67,Jam,Heavy Traffic,483
41.95,-87.67,Jam,Moderate Traffic,9
41.95,-87.67,Jam,Stand Still Traffic,441
41.95,-87.67,Jam,Unclassified,185
41.95,-87.67,Road Closed,Construction,1
41.95,-87.67,Road Closed,Event,1
41.95,-87.67,Road Closed,Unclassified,25
41.95,-87.66,Accident,Major,1
41.95,-87.66,Accident,Minor,1
41.95,-87.66,Accident,Unclassified,21
41.95,-87.66,Hazard,On Road,146
41.95,-87.66,Hazard,On Shoulder,24
41.95,-87.66,Hazard,Weather,8
41.95,-87.66,Jam,Heavy Traffic,212
41.95,-87.66,Jam,Moderate Traffic,8
41.95,-87.66,Jam,Stand Still Traffic,324
41.95,-87.66,Jam,Unclassified,88
41.95,-87.66,Road Closed,Event,25
41.95,-87.66,Road Closed,Unclassified,110
41.95,-87.65,Accident,Major,5
41.95,-87.65,Accident,Minor,11
41.95,-87.65,Accident,Unclassified,99
41.95,-87.65,Hazard,On Road,487
41.95,-87.65,Hazard,On Shoulder,321
41.95,-87.65,Hazard,Unclassified,1
41.95,-87.65,Hazard,Weather,49
41.95,-87.65,Jam,Heavy Traffic,670
41.95,-87.65,Jam,Moderate Traffic,29
41.95,-87.65,Jam,Stand Still Traffic,799
41.95,-87.65,Jam,Unclassified,235
41.95,-87.65,Road Closed,Event,61
41.95,-87.65,Road Closed,Unclassified,51
41.96,-87.93,Hazard,On Road,9
41.96,-87.93,Hazard,Unclassified,1
41.96,-87.93,Hazard,Weather,1
41.96,-87.93,Jam,Unclassified,1
41.96,-87.92,Hazard,On Road,8
41.96,-87.92,Hazard,On Shoulder,1
41.96,-87.92,Hazard,Unclassified,3
41.96,-87.92,Jam,Unclassified,1
41.96,-87.91,Accident,Unclassified,1
41.96,-87.91,Hazard,On Road,2
41.96,-87.91,Hazard,Unclassified,1
41.96,-87.89,Accident,Minor,1
41.96,-87.89,Hazard,On Road,25
41.96,-87.89,Hazard,On Shoulder,41
41.96,-87.89,Hazard,Unclassified,5
41.96,-87.89,Jam,Heavy Traffic,5
41.96,-87.89,Jam,Moderate Traffic,1
41.96,-87.89,Jam,Stand Still Traffic,14
41.96,-87.89,Jam,Unclassified,5
41.96,-87.88,Accident,Minor,1
41.96,-87.88,Accident,Unclassified,1
41.96,-87.88,Hazard,On Road,8
41.96,-87.88,Hazard,On Shoulder,10
41.96,-87.88,Hazard,Unclassified,2
41.96,-87.88,Hazard,Weather,1
41.96,-87.88,Jam,Stand Still Traffic,2
41.96,-87.86,Accident,Minor,1
41.96,-87.86,Hazard,On Road,27
41.96,-87.86,Hazard,On Shoulder,3
41.96,-87.86,Hazard,Unclassified,8
41.96,-87.85,Accident,Major,1
41.96,-87.85,Accident,Unclassified,9
41.96,-87.85,Hazard,On Road,95
41.96,-87.85,Hazard,On Shoulder,21
41.96,-87.85,Hazard,Unclassified,4
41.96,-87.85,Jam,Heavy Traffic,8
41.96,-87.85,Jam,Stand Still Traffic,4
41.96,-87.85,Jam,Unclassified,6
41.96,-87.84,Accident,Unclassified,3
41.96,-87.84,Hazard,On Road,8
41.96,-87.84,Hazard,Unclassified,3
41.96,-87.84,Jam,Heavy Traffic,3
41.96,-87.84,Jam,Stand Still Traffic,1
41.96,-87.84,Jam,Unclassified,5
41.96,-87.81,Accident,Minor,1
41.96,-87.81,Accident,Unclassified,4
41.96,-87.81,Hazard,On Road,32
41.96,-87.81,Hazard,On Shoulder,4
41.96,-87.81,Hazard,Unclassified,72
41.96,-87.81,Hazard,Weather,1
41.96,-87.81,Jam,Heavy Traffic,19
41.96,-87.81,Jam,Stand Still Traffic,24
41.96,-87.81,Jam,Unclassified,10
41.96,-87.8,Hazard,On Road,6
41.96,-87.8,Hazard,Unclassified,1
41.96,-87.8,Jam,Stand Still Traffic,1
41.96,-87.79,Accident,Major,1
41.96,-87.79,Accident,Unclassified,8
41.96,-87.79,Hazard,On Road,90
41.96,-87.79,Hazard,On Shoulder,1
41.96,-87.79,Hazard,Weather,4
41.96,-87.79,Jam,Heavy Traffic,42
41.96,-87.79,Jam,Moderate Traffic,2
41.96,-87.79,Jam,Stand Still Traffic,21
41.96,-87.79,Jam,Unclassified,27
41.96,-87.79,Road Closed,Unclassified,1
41.96,-87.78,Accident,Major,3
41.96,-87.78,Accident,Minor,1
41.96,-87.78,Accident,Unclassified,15
41.96,-87.78,Hazard,On Road,102
41.96,-87.78,Hazard,On Shoulder,4
41.96,-87.78,Hazard,Unclassified,2
41.96,-87.78,Hazard,Weather,3
41.96,-87.78,Jam,Heavy Traffic,78
41.96,-87.78,Jam,Moderate Traffic,1
41.96,-87.78,Jam,Stand Still Traffic,63
41.96,-87.78,Jam,Unclassified,59
41.96,-87.78,Road Closed,Construction,1
41.96,-87.78,Road Closed,Unclassified,15
41.96,-87.77,Accident,Major,3
41.96,-87.77,Accident,Minor,2
41.96,-87.77,Accident,Unclassified,21
41.96,-87.77,Hazard,On Road,219
41.96,-87.77,Hazard,On Shoulder,13
41.96,-87.77,Hazard,Unclassified,1
41.96,-87.77,Hazard,Weather,4
41.96,-87.77,Jam,Heavy Traffic,342
41.96,-87.77,Jam,Moderate Traffic,4
41.96,-87.77,Jam,Stand Still Traffic,333
41.96,-87.77,Jam,Unclassified,143
41.96,-87.77,Road Closed,Unclassified,22
41.96,-87.76,Accident,Major,97
41.96,-87.76,Accident,Minor,24
41.96,-87.76,Accident,Unclassified,235
41.96,-87.76,Hazard,On Road,1103
41.96,-87.76,Hazard,On Shoulder,2408
41.96,-87.76,Hazard,Unclassified,11
41.96,-87.76,Hazard,Weather,13
41.96,-87.76,Jam,Heavy Traffic,3013
41.96,-87.76,Jam,Moderate Traffic,30
41.96,-87.76,Jam,Stand Still Traffic,2855
41.96,-87.76,Jam,Unclassified,614
41.96,-87.76,Road Closed,Construction,1
41.96,-87.76,Road Closed,Event,3
41.96,-87.76,Road Closed,Unclassified,28
41.96,-87.75,Accident,Major,51
41.96,-87.75,Accident,Minor,44
41.96,-87.75,Accident,Unclassified,271
41.96,-87.75,Hazard,On Road,1377
41.96,-87.75,Hazard,On Shoulder,2852
41.96,-87.75,Hazard,Unclassified,25
41.96,-87.75,Hazard,Weather,28
41.96,-87.75,Jam,Heavy Traffic,3360
41.96,-87.75,Jam,Moderate Traffic,86
41.96,-87.75,Jam,Stand Still Traffic,2574
41.96,-87.75,Jam,Unclassified,730
41.96,-87.75,Road Closed,Construction,8
41.96,-87.75,Road Closed,Event,14837
41.96,-87.75,Road Closed,Unclassified,294
41.96,-87.74,Accident,Major,4
41.96,-87.74,Accident,Minor,2
41.96,-87.74,Accident,Unclassified,25
41.96,-87.74,Hazard,On Road,142
41.96,-87.74,Hazard,On Shoulder,7
41.96,-87.74,Hazard,Unclassified,1
41.96,-87.74,Hazard,Weather,7
41.96,-87.74,Jam,Heavy Traffic,332
41.96,-87.74,Jam,Moderate Traffic,22
41.96,-87.74,Jam,Stand Still Traffic,329
41.96,-87.74,Jam,Unclassified,117
41.96,-87.74,Road Closed,Construction,1
41.96,-87.74,Road Closed,Unclassified,30
41.96,-87.73,Accident,Major,5
41.96,-87.73,Accident,Minor,1
41.96,-87.73,Accident,Unclassified,33
41.96,-87.73,Hazard,On Road,204
41.96,-87.73,Hazard,On Shoulder,16
41.96,-87.73,Hazard,Weather,8
41.96,-87.73,Jam,Heavy Traffic,457
41.96,-87.73,Jam,Moderate Traffic,18
41.96,-87.73,Jam,Stand Still Traffic,415
41.96,-87.73,Jam,Unclassified,153
41.96,-87.73,Road Closed,Unclassified,13
41.96,-87.72,Accident,Major,1
41.96,-87.72,Accident,Minor,2
41.96,-87.72,Accident,Unclassified,19
41.96,-87.72,Hazard,On Road,267
41.96,-87.72,Hazard,On Shoulder,18
41.96,-87.72,Hazard,Weather,7
41.96,-87.72,Jam,Heavy Traffic,282
41.96,-87.72,Jam,Moderate Traffic,6
41.96,-87.72,Jam,Stand Still Traffic,193
41.96,-87.72,Jam,Unclassified,112
41.96,-87.72,Road Closed,Event,1
41.96,-87.72,Road Closed,Unclassified,18
41.96,-87.71,Accident,Major,3
41.96,-87.71,Accident,Minor,1
41.96,-87.71,Accident,Unclassified,31
41.96,-87.71,Hazard,On Road,254
41.96,-87.71,Hazard,On Shoulder,9
41.96,-87.71,Hazard,Unclassified,4
41.96,-87.71,Hazard,Weather,7
41.96,-87.71,Jam,Heavy Traffic,577
41.96,-87.71,Jam,Moderate Traffic,17
41.96,-87.71,Jam,Stand Still Traffic,285
41.96,-87.71,Jam,Unclassified,121
41.96,-87.71,Road Closed,Unclassified,21
41.96,-87.7,Accident,Major,6
41.96,-87.7,Accident,Minor,1
41.96,-87.7,Accident,Unclassified,15
41.96,-87.7,Hazard,On Road,219
41.96,-87.7,Hazard,On Shoulder,22
41.96,-87.7,Hazard,Weather,4
41.96,-87.7,Jam,Heavy Traffic,359
41.96,-87.7,Jam,Moderate Traffic,13
41.96,-87.7,Jam,Stand Still Traffic,273
41.96,-87.7,Jam,Unclassified,92
41.96,-87.7,Road Closed,Construction,5
41.96,-87.7,Road Closed,Event,2
41.96,-87.7,Road Closed,Unclassified,372
41.96,-87.69,Accident,Major,3
41.96,-87.69,Accident,Minor,3
41.96,-87.69,Accident,Unclassified,30
41.96,-87.69,Hazard,On Road,314
41.96,-87.69,Hazard,On Shoulder,25
41.96,-87.69,Hazard,Weather,12
41.96,-87.69,Jam,Heavy Traffic,470
41.96,-87.69,Jam,Moderate Traffic,27
41.96,-87.69,Jam,Stand Still Traffic,392
41.96,-87.69,Jam,Unclassified,157
41.96,-87.69,Road Closed,Construction,2
41.96,-87.69,Road Closed,Event,1
41.96,-87.69,Road Closed,Unclassified,97
41.96,-87.68,Accident,Major,1
41.96,-87.68,Accident,Minor,3
41.96,-87.68,Accident,Unclassified,14
41.96,-87.68,Hazard,On Road,195
41.96,-87.68,Hazard,On Shoulder,13
41.96,-87.68,Hazard,Weather,2
41.96,-87.68,Jam,Heavy Traffic,254
41.96,-87.68,Jam,Moderate Traffic,12
41.96,-87.68,Jam,Stand Still Traffic,202
41.96,-87.68,Jam,Unclassified,132
41.96,-87.68,Road Closed,Unclassified,23
41.96,-87.67,Accident,Major,4
41.96,-87.67,Accident,Minor,2
41.96,-87.67,Accident,Unclassified,23
41.96,-87.67,Hazard,On Road,409
41.96,-87.67,Hazard,On Shoulder,35
41.96,-87.67,Hazard,Unclassified,1
41.96,-87.67,Hazard,Weather,11
41.96,-87.67,Jam,Heavy Traffic,391
41.96,-87.67,Jam,Moderate Traffic,15
41.96,-87.67,Jam,Stand Still Traffic,321
41.96,-87.67,Jam,Unclassified,160
41.96,-87.67,Road Closed,Event,19
41.96,-87.67,Road Closed,Unclassified,5
41.96,-87.66,Accident,Major,7
41.96,-87.66,Accident,Minor,2
41.96,-87.66,Accident,Unclassified,27
41.96,-87.66,Hazard,On Road,383
41.96,-87.66,Hazard,On Shoulder,17
41.96,-87.66,Hazard,Unclassified,1
41.96,-87.66,Hazard,Weather,10
41.96,-87.66,Jam,Heavy Traffic,293
41.96,-87.66,Jam,Moderate Traffic,9
41.96,-87.66,Jam,Stand Still Traffic,306
41.96,-87.66,Jam,Unclassified,175
41.96,-87.66,Road Closed,Event,40
41.96,-87.66,Road Closed,Unclassified,4
41.96,-87.65,Accident,Major,6
41.96,-87.65,Accident,Minor,9
41.96,-87.65,Accident,Unclassified,46
41.96,-87.65,Hazard,On Road,356
41.96,-87.65,Hazard,On Shoulder,239
41.96,-87.65,Hazard,Weather,37
41.96,-87.65,Jam,Heavy Traffic,340
41.96,-87.65,Jam,Moderate Traffic,5
41.96,-87.65,Jam,Stand Still Traffic,441
41.96,-87.65,Jam,Unclassified,104
41.96,-87.65,Road Closed,Event,19
41.96,-87.65,Road Closed,Unclassified,21
41.96,-87.64,Accident,Unclassified,2
41.96,-87.64,Hazard,On Road,9
41.96,-87.64,Hazard,On Shoulder,1
41.96,-87.64,Hazard,Weather,1
41.96,-87.64,Jam,Heavy Traffic,14
41.96,-87.64,Jam,Stand Still Traffic,33
41.96,-87.64,Jam,Unclassified,8
41.96,-87.64,Road Closed,Unclassified,2
41.97,-87.91,Accident,Unclassified,16
41.97,-87.91,Hazard,On Road,116
41.97,-87.91,Hazard,On Shoulder,9
41.97,-87.91,Hazard,Unclassified,12
41.97,-87.91,Hazard,Weather,7
41.97,-87.91,Jam,Heavy Traffic,25
41.97,-87.91,Jam,Stand Still Traffic,110
41.97,-87.91,Jam,Unclassified,59
41.97,-87.9,Accident,Major,2
41.97,-87.9,Accident,Unclassified,8
41.97,-87.9,Hazard,On Road,49
41.97,-87.9,Hazard,On Shoulder,24
41.97,-87.9,Hazard,Unclassified,13
41.97,-87.9,Hazard,Weather,1
41.97,-87.9,Jam,Heavy Traffic,28
41.97,-87.9,Jam,Stand Still Traffic,39
41.97,-87.9,Jam,Unclassified,23
41.97,-87.89,Accident,Major,12
41.97,-87.89,Accident,Minor,1
41.97,-87.89,Accident,Unclassified,29
41.97,-87.89,Hazard,On Road,110
41.97,-87.89,Hazard,On Shoulder,205
41.97,-87.89,Hazard,Unclassified,14
41.97,-87.89,Hazard,Weather,9
41.97,-87.89,Jam,Heavy Traffic,91
41.97,-87.89,Jam,Moderate Traffic,3
41.97,-87.89,Jam,Stand Still Traffic,150
41.97,-87.89,Jam,Unclassified,47
41.97,-87.89,Road Closed,Unclassified,1
41.97,-87.88,Accident,Major,4
41.97,-87.88,Accident,Minor,2
41.97,-87.88,Accident,Unclassified,10
41.97,-87.88,Hazard,On Road,57
41.97,-87.88,Hazard,On Shoulder,307
41.97,-87.88,Hazard,Unclassified,7
41.97,-87.88,Hazard,Weather,1
41.97,-87.88,Jam,Heavy Traffic,20
41.97,-87.88,Jam,Moderate Traffic,1
41.97,-87.88,Jam,Stand Still Traffic,30
41.97,-87.88,Jam,Unclassified,13
41.97,-87.88,Road Closed,Event,1
41.97,-87.87,Accident,Unclassified,1
41.97,-87.87,Hazard,On Road,6
41.97,-87.87,Hazard,Unclassified,5
41.97,-87.87,Jam,Stand Still Traffic,1
41.97,-87.87,Jam,Unclassified,1
41.97,-87.86,Hazard,Unclassified,1
41.97,-87.85,Accident,Major,1
41.97,-87.85,Accident,Minor,1
41.97,-87.85,Accident,Unclassified,9
41.97,-87.85,Hazard,On Road,60
41.97,-87.85,Hazard,On Shoulder,18
41.97,-87.85,Hazard,Unclassified,14
41.97,-87.85,Hazard,Weather,4
41.97,-87.85,Jam,Heavy Traffic,4
41.97,-87.85,Jam,Stand Still Traffic,2
41.97,-87.85,Jam,Unclassified,6
41.97,-87.85,Road Closed,Unclassified,1
41.97,-87.84,Accident,Minor,1
41.97,-87.84,Accident,Unclassified,14
41.97,-87.84,Hazard,On Road,73
41.97,-87.84,Hazard,On Shoulder,9
41.97,-87.84,Hazard,Unclassified,29
41.97,-87.84,Hazard,Weather,4
41.97,-87.84,Jam,Heavy Traffic,29
41.97,-87.84,Jam,Stand Still Traffic,20
41.97,-87.84,Jam,Unclassified,10
41.97,-87.83,Hazard,On Road,37
